type,title,cast,country,date_added,release_year,rating,listed_in,id,duration_int,duration_type,score
movie,kadaikutty singam,"karthi, sayyeshaa, sathyaraj, priya bhavani shankar, arthana vijayakumar, soori",india,,2018,all,"action, adventure, drama",as1974,148,min,3.56
tv show,kabukibu!,,,,2017,tv-14,"anime, comedy, international",as1975,1,season,3.57
tv show,kabaneri of the iron fortress (original japanese version) (english subtitled),,,,2016,tv-ma,anime,as1976,1,season,3.53
movie,kabadadaari (4k uhd),"sibi sathyaraj, nanditha swetha, nasser, jp",india,,2021,16+,suspense,as1977,137,min,3.54
movie,kabadadaari,"sibi sathyaraj, nanditha swetha, nasser, jp",india,,2021,16+,suspense,as1978,137,min,3.62
movie,kaappaan,"suriya, mohanlal, arya, sayyeesha, samuthirakani, bomman irani",,,2019,13+,"action, international",as1979,164,min,3.53
movie,kaala (telugu),"super star rajinikanth, nana patekar, huma qureshi, eswari rao, anjali patil, samuthirakani, pankaj tripathi, manikandan, dileepan",,,2018,13+,"action, adventure, international",as1980,160,min,3.52
movie,kaala (tamil),"super star rajinikanth, nana patekar, huma qureshi, eswari rao, anjali patil, samuthirakani, pankaj tripathi, manikandan, dileepan",,,2018,13+,"action, adventure, international",as1981,161,min,3.54
movie,kaala (malayalam),"super star rajinikanth, nana patekar, huma qureshi, eswari rao, anjali patil, samuthirakani, pankaj tripathi, manikandan, dileepan",,,2018,13+,"action, adventure, kids",as1982,161,min,3.51
movie,kaafi filmy,angad singh ranyal,,,2018,16+,"arts, entertainment, and culture",as1983,53,min,3.43
movie,k.g.f: chapter 1 (telugu),"yash, srindhi shetty, ramachandra raju, anant nag, vasishta n. simha",,,2018,13+,"action, international",as1984,155,min,3.55
movie,k.g.f: chapter 1 (tamil),"yash, srindhi shetty, ramachandra raju, anant nag, vasishta n. simha",,,2018,13+,"action, international",as1985,155,min,3.52
movie,k.g.f: chapter 1 (malayalam),"yash, srindhi shetty, ramachandra raju, anant nag, vasishta n. simha",,,2018,13+,"action, international",as1986,154,min,3.53
movie,k.g.f: chapter 1 (kannada),"yash, srinidhi shetty, anant nag, vasishta n. simha",,,2018,13+,"action, international",as1987,155,min,3.56
movie,just friends,"josha stradowski, majd mardo, jenny arean, tanja jess",,,2019,18+,"comedy, lgbtq",as1988,84,min,3.51
movie,just charlie,"harry gilby, patricia potter, karen bryson",,,2018,13+,drama,as1989,100,min,3.51
tv show,just add magic: mystery city,"jolie hoang-rappaport, tyler sanders, jenna qureshi",,,2020,all,"animation, kids",as1990,1,season,3.58
tv show,just add magic,"tess paras, jolie hoang-rappaport, tyler sanders, jenna qureshi, matthew dellapina, zach callison, shane harper, james urbaniak, melody melendez, cameron bedford, bruno fracassa",,,2019,all,kids,as1991,5,season,3.62
movie,jury of our peers,"bryce wilson, dorian missick, drew sidora, angell conwell, joyce glenn",,,2018,18+,drama,as1992,94,min,3.51
movie,jurassic dinosaur adventures by t-rex ranch,"lb, aaron michael",,,2019,all,"kids, special interest",as1993,55,min,3.56
movie,jungle waterfalls for kids,,,,2016,all,"documentary, special interest",as1994,60,min,3.53
tv show,jungle queen: 2k restored special edition,"clinton rosemond, cy kendall, napoleon simpson, clarence muse, tala birell, lois collier, douglass dumbrille, eddie quillan, edward norris, ruth roman",,,1945,13+,action,as1995,1,season,3.51
tv show,julian fellowes presents doctor thorne,,,,2016,13+,drama,as1996,1,season,3.55
tv show,judith lucy: judith lucy vs men,judith lucy,,,2020,16+,"comedy, talk show and variety",as1997,1,season,3.5
movie,judge priest,"will rogers, anita louise, tom brown, henry b. wawlthall, david landau, rochelle hudson, hattie mcdaniel, stepin fetchit",,,1934,pg,"comedy, drama",as1998,81,min,3.63
movie,joyride,"robert carradine, melanie griffith",,,1977,r,"action, comedy, documentary",as1999,92,min,3.52
movie,journey through the stars,,,,2020,all,"documentary, special interest",as2000,60,min,3.53
movie,josie & jack,"olivia dejonge, william fichtner, alex neustaedter",,,2020,16+,drama,as2001,103,min,3.51
